"","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Emisja CO2","Typ","Liczba drzwi","Liczba miejsc","Kolor","VAT mar¿a","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Bezwypadkowy","Serwisowany w ASO","Stan","Rodzaj koloru","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Gwarancja dealerska (w cenie)","Uszkodzony","Miesiêczna rata","Tuning","lub do (przebieg km)","Generacja","Okres gwarancji producenta","Op³ata pocz¹tkowa","Liczba pozosta³ych rat","Wartoœæ wykupu","Kod Silnika","Akryl (niemetalizowany)","Zarejestrowany jako zabytek","Homologacja ciê¿arowa","Kierownica po prawej (Anglik)"
"1:663","85 000","Firmy","Osobowe","Dodge","RAM","1500 4.7 4x4","2014","131 000 km","4 701 cm3","Benzyna","310 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","2","3","Br¹zowy",NA,NA,"01/01/2014","S7RV","Tak",NA,NA,"U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tak",NA
"1:664","64 999","Osoby prywatnej","Osobowe","Dodge","Challenger","Automatik","2013","193 100 km","3 604 cm3","Benzyna","309 KM","Automatyczna","Na tylne ko³a","235 g/km","Coupe","2","5","Niebieski","Tak","Stany Zjednoczone","01/01/2014","WC1C","Tak",NA,NA,"U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,"24 PLN",NA,NA,NA,NA,"6 500 PLN","1 900","13 000 PLN",NA,NA,NA,NA,NA
"1:665","43 500","Osoby prywatnej","Osobowe","Dodge","Grand Caravan",NA,"2016","96 000 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Szary",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:666","120 000","Osoby prywatnej","Osobowe","Dodge","Challenger","Automatik","2013","148 000 km","6 417 cm3","Benzyna","492 KM","Automatyczna","Na tylne ko³a","333 g/km","Coupe","2","5","Bia³y",NA,"Inny","01/01/2013","P66T","Tak",NA,NA,"U¿ywane",NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"148 000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:667","114 900","Osoby prywatnej","Osobowe","Dodge","RAM",NA,"2016","114 145 km","5 654 cm3","Benzyna","395 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","4","5","Bia³y",NA,NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:668","85 900","Osoby prywatnej","Osobowe","Dodge","Challenger","5.7 R/T","2009","172 157 km","5 654 cm3","Benzyna","370 KM","Automatyczna","Na tylne ko³a",NA,"Coupe","2","5","Inny kolor",NA,"Stany Zjednoczone",NA,NA,"Tak","Tak","Tak","U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:669","56 500","Osoby prywatnej","Osobowe","Dodge","Charger",NA,"2013","189 900 km","3 604 cm3","Benzyna","292 KM","Automatyczna","Na tylne ko³a",NA,"Sedan","4","5","Szary","Tak",NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:670","61 000","Osoby prywatnej","Osobowe","Dodge","Challenger",NA,"2014","95 400 km","3 600 cm3","Benzyna","305 KM","Automatyczna","Na tylne ko³a",NA,"Coupe","2","5","Czarny",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,"Tak","U¿ywane","Metalik",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:671","54 000","Osoby prywatnej","Osobowe","Dodge","Journey",NA,"2017","99 000 km","2 400 cm3","Benzyna","170 KM","Automatyczna",NA,NA,"SUV","5","7","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:672","195 500","Osoby prywatnej","Osobowe","Dodge","RAM","1500 5.7 4x4","2019","18 000 km","5 654 cm3","Benzyna","390 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","4","5","Bordowy","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:673","24 900","Firmy","Osobowe","Dodge","Avenger",NA,"2009","125 951 km","2 730 cm3","Benzyna","186 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","4","5","Niebieski",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:674","67 900","Firmy","Osobowe","Dodge","Grand Caravan","3.6 Express","2017","76 708 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Czarny",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:675","143 900","Osoby prywatnej","Osobowe","Dodge","Durango",NA,"2018","48 000 km","5 700 cm3","Benzyna","362 KM","Automatyczna",NA,NA,"SUV","5","7","Bia³y","Tak",NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:676","219 900","Firmy","Osobowe","Dodge","Durango",NA,"2018","40 800 km","5 654 cm3","Benzyna","365 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","7","Czarny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:677","50 900","Osoby prywatnej","Osobowe","Dodge","Charger",NA,"2011","186 000 km","3 604 cm3","Benzyna","305 KM","Automatyczna","Na tylne ko³a","270 g/km","Sedan","4","5","Szary",NA,"Stany Zjednoczone","24/10/2019",NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:678","17 900","Osoby prywatnej","Osobowe","Dodge","Caliber","2.0 CRD SXT","2007","201 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","161 g/km","Kompakt","5","5","Czarny",NA,NA,"14/06/2007","PZ950SU",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:679","18 500","Osoby prywatnej","Osobowe","Dodge","Caliber","1.8 SXT","2007","66 000 km","1 798 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Szary",NA,NA,NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:680","19 400","Firmy","Osobowe","Dodge","Grand Caravan","3.3","2008","147 000 km","3 300 cm3","Benzyna","180 KM","Automatyczna",NA,"134 g/km","Minivan","5","7","Srebrny","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:681","45 499","Osoby prywatnej","Osobowe","Dodge","Charger","Automatik","2015","70 921 km","3 604 cm3","Benzyna","305 KM","Automatyczna","Na tylne ko³a","270 g/km","Sedan","4","5","Szary",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:682","161 068","Firmy","Osobowe","Dodge","Durango",NA,"2018","61 856 km","3 600 cm3","Benzyna","286 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","5","6","Srebrny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:683","16 500","Osoby prywatnej","Osobowe","Dodge","Caliber","1.8 SXT","2008","155 000 km","1 798 cm3","Benzyna+LPG","150 KM","Manualna","Na przednie ko³a","174 g/km","Kompakt","5","5","Niebieski",NA,"Niemcy","22/09/2008",NA,"Tak","Tak",NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:684","41 820","Firmy","Osobowe","Dodge","RAM","1500 5.7 4x4","2012","204 000 km","5 654 cm3","Benzyna","390 KM","Automatyczna","Na tylne ko³a",NA,"SUV","4","5","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,"Tak",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:685","46 700","Firmy","Osobowe","Dodge","Grand Caravan",NA,"2017","91 974 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,"Tak","Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:686","52 700","Firmy","Osobowe","Dodge","Grand Caravan",NA,"2018","65 404 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Szary",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Per³owy",NA,"Tak","Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:687","46 900","Firmy","Osobowe","Dodge","Grand Caravan",NA,"2016","48 708 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Czarny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane","Per³owy",NA,"Tak","Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:688","52 700","Firmy","Osobowe","Dodge","Grand Caravan",NA,"2017","70 901 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,"Tak","Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:689","43 700","Firmy","Osobowe","Dodge","Grand Caravan",NA,"2016","76 522 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,"Tak","Tak",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:690","59 000","Firmy","Osobowe","Dodge","Journey",NA,"2019","60 327 km","3 600 cm3","Benzyna","283 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","7","Bia³y",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:691","108 000","Firmy","Osobowe","Dodge","Charger",NA,"2020","5 235 km","5 700 cm3","Benzyna","370 KM","Automatyczna","Na tylne ko³a",NA,"Sedan","4","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:692","78 000","Firmy","Osobowe","Dodge","Challenger",NA,"2019","27 131 km","3 600 cm3","Benzyna","305 KM","Automatyczna","Na tylne ko³a",NA,"Coupe","2","5","Srebrny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:693","24 500","Firmy","Osobowe","Dodge","Caliber",NA,"2010","121 820 km","1 998 cm3","Benzyna+LPG","156 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bia³y","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:694","69 000","Firmy","Osobowe","Dodge","Durango",NA,"2017","163 325 km","3 604 cm3","Benzyna","295 KM","Automatyczna","4x4 (sta³y)",NA,"SUV","5","7","Bia³y",NA,"Stany Zjednoczone",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:695","24 000","Firmy","Osobowe","Dodge","Journey",NA,"2013","89 800 km","3 604 cm3","Benzyna","286 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5",NA,"Czarny",NA,"Stany Zjednoczone",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:696","9 999","Firmy","Osobowe","Dodge","Caliber","2.0 CRD","2006","230 000 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Srebrny","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:697","19 999","Osoby prywatnej","Osobowe","Dodge","RAM",NA,"2001","140 000 km","5 895 cm3","Benzyna","230 KM","Automatyczna","Na tylne ko³a",NA,"SUV","2","5","Niebieski",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:698","86 800","Firmy","Osobowe","Dodge","Durango",NA,"2019","28 203 km","3 599 cm3","Benzyna","295 KM","Automatyczna","4x4 (sta³y)","352 g/km","SUV","5","7","Bia³y","Tak","Stany Zjednoczone",NA,NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:699","28 500","Osoby prywatnej","Osobowe","Dodge","Dakota",NA,"1999","215 000 km","5 900 cm3","Benzyna+LPG","250 KM","Automatyczna","Na tylne ko³a",NA,"Kombi","2","2","Czarny",NA,NA,NA,"WW2760W","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:700","15 900","Osoby prywatnej","Osobowe","Dodge","Caliber","1.8 SXT","2007","183 129 km","1 798 cm3","Benzyna+LPG","150 KM","Manualna",NA,NA,"Kompakt","5",NA,"Br¹zowy",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:701","95 000","Firmy","Osobowe","Dodge","Charger",NA,"2016","128 000 km","5 700 cm3","Benzyna","375 KM","Automatyczna","Na tylne ko³a","333 g/km","Sedan","4","5","Czarny","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:702","215 250","Osoby prywatnej","Osobowe","Dodge","Challenger","Automatik","2019","42 100 km","6 417 cm3","Benzyna","492 KM","Automatyczna","Na tylne ko³a","333 g/km","Coupe","2","5","Czarny",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:703","23 000","Firmy","Osobowe","Dodge","Durango",NA,"2002","170 000 km","4 700 cm3","Benzyna","238 KM","Automatyczna","4x4 (do³¹czany rêcznie)",NA,"SUV","5",NA,"Szary",NA,"Szwecja",NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:704","48 700","Osoby prywatnej","Osobowe","Dodge","Grand Caravan","3.6 Express","2016","100 800 km","3 605 cm3","Benzyna","283 KM","Automatyczna","Na przednie ko³a",NA,"Minivan","5","7","Niebieski",NA,"Stany Zjednoczone",NA,NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:705","17 900","Osoby prywatnej","Osobowe","Fiat","500","1.3 Multijet 16V DPF","2008","162 000 km","1 248 cm3","Diesel","75 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","3","4","Bia³y",NA,"Polska",NA,NA,"Tak","Tak",NA,"U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:706","7 500","Osoby prywatnej","Osobowe","Fiat","126","elx Maluch std","1998","29 000 km","652 cm3","Benzyna","24 KM","Manualna","Na tylne ko³a",NA,"Auta ma³e","2","4","Czerwony",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:707","26 899","Osoby prywatnej","Osobowe","Fiat","Bravo","1.4 16V","2013","29 255 km","1 368 cm3","Benzyna","90 KM","Manualna","Na przednie ko³a","149 g/km","Auta miejskie","5","5","Czarny",NA,NA,"27/05/2013","ESI73296","Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:708","14 900","Osoby prywatnej","Osobowe","Fiat","Punto Evo","1.4 8V Dynamic","2011","184 356 km","1 368 cm3","Benzyna","77 KM","Manualna","Na przednie ko³a","139 g/km","Auta miejskie","5","5","Szary",NA,"Polska","20/01/2012","FG4045A","Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:709","19 000","Osoby prywatnej","Osobowe","Fiat","Bravo","1.4 T-Jet 16V Sport","2008","128 000 km","1 368 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a","167 g/km","Kompakt","5","5","Inny kolor","Tak","Niemcy",NA,NA,NA,NA,"Tak","U¿ywane","Metalik","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:710","44 900","Osoby prywatnej","Osobowe","Fiat","Scudo",NA,"2011","123 000 km","1 997 cm3","Diesel","120 KM","Manualna","Na przednie ko³a","196 g/km","Minivan","5","8","Czarny",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:711","12 500","Osoby prywatnej","Osobowe","Fiat","Bravo","1.9 Multijet 16V DPF","2007","197 200 km","1 910 cm3","Diesel","150 KM","Manualna","Na przednie ko³a","149 g/km","Kompakt","5","5","Z³oty",NA,"Polska","01/08/2007","RZE19422","Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:712","13 500","Osoby prywatnej","Osobowe","Fiat","Grande Punto","1.4 8V","2008","159 500 km","1 368 cm3","Benzyna","77 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Czarny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:713","5 000","Osoby prywatnej","Osobowe","Fiat","Panda","1.1 Active dla kobiet","2005","165 000 km","1 108 cm3","Benzyna","54 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","5","5","Niebieski",NA,NA,"21/03/2005","GKA33735","Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2003-2012)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:714","62 990","Firmy","Osobowe","Fiat","500",NA,"2021","1 km","1 000 cm3","Hybryda","70 KM","Manualna","Na przednie ko³a",NA,"Auta ma³e","3","4","Bia³y",NA,NA,NA,NA,NA,"Tak","Tak","Nowe",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:715","77 900","Firmy","Osobowe","Fiat","Tipo",NA,"2021","1 km","1 000 cm3","Benzyna","100 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Inny kolor",NA,NA,NA,NA,NA,"Tak","Tak","Nowe","Metalik",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,"II (2016-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:716","167 900","Firmy","Osobowe","Fiat","500",NA,"2020","1 km",NA,"Elektryczny","118 KM","Automatyczna","Na przednie ko³a",NA,"Auta ma³e","2","4","Szary",NA,NA,NA,NA,NA,"Tak","Tak","Nowe","Metalik",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:717","49 900","Firmy","Osobowe","Fiat","500X",NA,"2016","54 330 km","1 598 cm3","Benzyna","110 KM","Manualna","Na przednie ko³a","147 g/km","SUV","5","5","Czerwony",NA,NA,"01/01/2017",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak","Tak","Tak",NA,NA,"31 miesiêcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:718","2 200","Osoby prywatnej","Osobowe","Fiat","Punto",NA,"2002","353 643 km","1 242 cm3","Benzyna+LPG","60 KM","Manualna",NA,NA,"Auta miejskie","5","5","Czerwony",NA,NA,"10/04/2002",NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (1999-2003)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:719","16 900","Firmy","Osobowe","Fiat","Bravo",NA,"2007","233 709 km","1 910 cm3","Diesel","120 KM","Manualna","Na przednie ko³a","165 g/km","Kompakt","5","5","Czarny","Tak",NA,"01/09/2007",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:720","42 000","Osoby prywatnej","Osobowe","Fiat","Freemont","3.6 V6 Lounge","2012","225 000 km","3 605 cm3","Benzyna+LPG","280 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","7","Srebrny",NA,"Polska","15/11/2012",NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:721","7 500","Osoby prywatnej","Osobowe","Fiat","Doblo",NA,"2006","300 000 km","1 910 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Minivan","5","5","Szary",NA,NA,"08/03/2006","KWI81443","Tak",NA,NA,"U¿ywane","Per³owy",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"I (2000-2010)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:722","15 900","Osoby prywatnej","Osobowe","Fiat","Bravo","1.6 Multijet 16V Dynamic","2009","156 600 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","129 g/km","Kompakt","5","5","Bordowy",NA,"Polska",NA,"TK4543F","Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:723","10 900","Osoby prywatnej","Osobowe","Fiat","Bravo",NA,"2009","169 000 km","1 589 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Kompakt",NA,NA,"Czarny",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:724","43 500","Osoby prywatnej","Osobowe","Fiat","500","595 C","2015","81 500 km","1 368 cm3","Benzyna","140 KM","Manualna","Na przednie ko³a","139 g/km","Auta ma³e","2","4","Czerwony",NA,NA,NA,NA,"Tak","Tak",NA,"U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:725","22 999","Osoby prywatnej","Osobowe","Fiat","Doblo","1.6 16V Multijet Start&Stopp lang","2011","131 543 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","138 g/km","Minivan","5","5","Bordowy","Tak","Austria","09/02/2011","KO-409BR",NA,NA,"Tak","U¿ywane","Metalik","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2009-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:726","16 900","Osoby prywatnej","Osobowe","Fiat","Punto Evo","1.4 8V Mylife","2011","168 000 km","1 368 cm3","Benzyna","77 KM","Manualna","Na przednie ko³a","139 g/km","Auta miejskie","3","5","Bia³y","Tak",NA,"19/02/2011",NA,NA,NA,NA,"U¿ywane",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:727","22 000","Osoby prywatnej","Osobowe","Fiat","126",NA,"1990","19 871 km","650 cm3","Benzyna","24 KM","Manualna",NA,NA,"Auta ma³e","3","4","Bia³y",NA,"Polska",NA,NA,"Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:728","15 600","Osoby prywatnej","Osobowe","Fiat","Punto Evo",NA,"2011","152 182 km","1 368 cm3","Benzyna","77 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Czerwony","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
